"BrNum","ID","Batch"
"Br8274","204088080002_R03C01","2.5-8_v1.5_56"
"Br5004","204086420076_R03C01","2.5-8_v1.5_56"
"Br6282","204086420076_R04C01","2.5-8_v1.5_56"
"Br6297","204088080002_R04C01","2.5-8_v1.5_56"
"Br6301","204086420076_R05C01","2.5-8_v1.5_56"
"Br6318","204086420076_R06C01","2.5-8_v1.5_56"
"Br6320","204086420076_R07C01","2.5-8_v1.5_56"
"Br5900","204086420076_R08C01","2.5-8_v1.5_56"
"Br6269","204086420077_R01C01","2.5-8_v1.5_56"
"Br6328","204086420077_R02C01","2.5-8_v1.5_56"
"Br6308","204088080002_R05C01","2.5-8_v1.5_56"
"Br5929","204086420077_R03C01","2.5-8_v1.5_56"
"Br6018","204086420077_R04C01","2.5-8_v1.5_56"
"Br6073","204086420077_R05C01","2.5-8_v1.5_56"
"Br2703","204086420077_R06C01","2.5-8_v1.5_56"
"Br2715","204086420077_R07C01","2.5-8_v1.5_56"
"Br2720","204086420077_R08C01","2.5-8_v1.5_56"
"Br2724","204086420078_R01C01","2.5-8_v1.5_56"
"Br3860","204086420078_R02C01","2.5-8_v1.5_56"
"Br3863","204086420078_R03C01","2.5-8_v1.5_56"
"Br3872","204086420078_R04C01","2.5-8_v1.5_56"
"Br3877","204086420078_R05C01","2.5-8_v1.5_56"
"Br6275","204086420078_R06C01","2.5-8_v1.5_56"
"Br6279","204086420078_R07C01","2.5-8_v1.5_56"
"Br8121","204086420078_R08C01","2.5-8_v1.5_56"
"Br8133","204086420079_R01C01","2.5-8_v1.5_56"
"Br8242","204086420079_R02C01","2.5-8_v1.5_56"
"Br8246","204086420079_R03C01","2.5-8_v1.5_56"
"Br8283","204086420079_R04C01","2.5-8_v1.5_56"
"Br8330","204086420079_R05C01","2.5-8_v1.5_56"
"Br8262","204086420079_R06C01","2.5-8_v1.5_56"
"Br5164","204086420079_R07C01","2.5-8_v1.5_56"
"Br5821","204088080002_R06C01","2.5-8_v1.5_56"
"Br6055","204088080002_R07C01","2.5-8_v1.5_56"
"Br6066","204088080002_R08C01","2.5-8_v1.5_56"
"Br2710","203287580049_R01C01","2.5v1.4_136"
"Br2721","203287580049_R02C01","2.5v1.4_136"
"Br3861","203287580049_R03C01","2.5v1.4_136"
"Br3874","203287580049_R04C01","2.5v1.4_136"
"Br6194","203287580049_R05C01","2.5v1.4_136"
"Br6209","203287580049_R06C01","2.5v1.4_136"
"Br6224","203287580049_R07C01","2.5v1.4_136"
"Br6228","203287580049_R08C01","2.5v1.4_136"
"Br6236","203282090003_R01C01","2.5v1.4_136"
"Br6238","203282090003_R02C01","2.5v1.4_136"
"Br6239","203282090003_R03C01","2.5v1.4_136"
"Br6253","203282090003_R04C01","2.5v1.4_136"
"Br6255","203282090003_R05C01","2.5v1.4_136"
"Br6258","203282090003_R06C01","2.5v1.4_136"
"Br6262","203282090003_R07C01","2.5v1.4_136"
"Br6283","203282090003_R08C01","2.5v1.4_136"
"Br6284","203282090132_R01C01","2.5v1.4_136"
"Br6285","203282090132_R02C01","2.5v1.4_136"
"Br6286","203282090132_R03C01","2.5v1.4_136"
"Br6287","203282090132_R04C01","2.5v1.4_136"
"Br6289","203282090132_R05C01","2.5v1.4_136"
"Br6292","203282090132_R06C01","2.5v1.4_136"
"Br6293","203282090132_R07C01","2.5v1.4_136"
"Br6296","203282090132_R08C01","2.5v1.4_136"
"Br6300","203271760042_R01C01","2.5v1.4_136"
"Br6310","203271760042_R02C01","2.5v1.4_136"
"Br6313","203271760042_R03C01","2.5v1.4_136"
"Br6314","203271760042_R04C01","2.5v1.4_136"
"Br6315","203271760042_R05C01","2.5v1.4_136"
"Br6316","203271760042_R06C01","2.5v1.4_136"
"Br6319","203271760042_R07C01","2.5v1.4_136"
"Br6324","203271760042_R08C01","2.5v1.4_136"
"Br6325","203282090094_R01C01","2.5v1.4_136"
"Br6326","203282090094_R02C01","2.5v1.4_136"
"Br6330","203282090094_R03C01","2.5v1.4_136"
"Br6331","203282090094_R04C01","2.5v1.4_136"
"Br6332","203282090094_R05C01","2.5v1.4_136"
"Br6333","203282090094_R06C01","2.5v1.4_136"
"Br6334","203282090094_R07C01","2.5v1.4_136"
"Br6335","203282090094_R08C01","2.5v1.4_136"
"Br6337","203271760046_R01C01","2.5v1.4_136"
"Br6338","203271760046_R02C01","2.5v1.4_136"
"Br6339","203271760046_R03C01","2.5v1.4_136"
"Br6341","203271760046_R04C01","2.5v1.4_136"
"Br6342","203271760046_R05C01","2.5v1.4_136"
"Br6349","203271760046_R06C01","2.5v1.4_136"
"Br6352","203271760046_R07C01","2.5v1.4_136"
"Br6354","203271760046_R08C01","2.5v1.4_136"
"Br6360","203282090048_R01C01","2.5v1.4_136"
"Br6386","203282090048_R02C01","2.5v1.4_136"
"Br6397","203282090048_R03C01","2.5v1.4_136"
"Br8087","203282090048_R04C01","2.5v1.4_136"
"Br8089","203282090048_R05C01","2.5v1.4_136"
"Br8095","203282090048_R06C01","2.5v1.4_136"
"Br8111","203282090048_R07C01","2.5v1.4_136"
"Br8120","203282090048_R08C01","2.5v1.4_136"
"Br8128","203287580007_R01C01","2.5v1.4_136"
"Br8148","203287580007_R02C01","2.5v1.4_136"
"Br8151","203287580007_R03C01","2.5v1.4_136"
"Br8154","203287580007_R04C01","2.5v1.4_136"
"Br8156","203287580007_R05C01","2.5v1.4_136"
"Br8158","203287580007_R06C01","2.5v1.4_136"
"Br8159","203287580007_R07C01","2.5v1.4_136"
"Br8169","203287580007_R08C01","2.5v1.4_136"
"Br8174","203287580040_R01C01","2.5v1.4_136"
"Br8176","203287580040_R02C01","2.5v1.4_136"
"Br8178","203287580040_R03C01","2.5v1.4_136"
"Br8226","203287580040_R04C01","2.5v1.4_136"
"Br8235","203287580040_R05C01","2.5v1.4_136"
"Br8244","203287580040_R06C01","2.5v1.4_136"
"Br8245","203287580040_R07C01","2.5v1.4_136"
"Br8250","203287580040_R08C01","2.5v1.4_136"
"Br8251","203282090001_R01C01","2.5v1.4_136"
"Br8252","203282090001_R02C01","2.5v1.4_136"
"Br8271","203282090001_R03C01","2.5v1.4_136"
"Br8297","203282090001_R04C01","2.5v1.4_136"
"Br8299","203282090001_R05C01","2.5v1.4_136"
"Br8303","203282090001_R06C01","2.5v1.4_136"
"Br8308","203282090001_R07C01","2.5v1.4_136"
"Br8313","203282090001_R08C01","2.5v1.4_136"
"Br8318","203354360012_R01C01","2.5v1.4_136"
"Br8325","203354360012_R02C01","2.5v1.4_136"
"Br8328","203354360012_R03C01","2.5v1.4_136"
"Br8329","203354360012_R04C01","2.5v1.4_136"
"Br8360","203354360012_R05C01","2.5v1.4_136"
"Br6259","203354360012_R06C01","2.5v1.4_136"
"Br6266","203354360012_R07C01","2.5v1.4_136"
"Br6271","203354360012_R08C01","2.5v1.4_136"
"Br6273","203282090125_R01C01","2.5v1.4_136"
"Br6274","203282090125_R02C01","2.5v1.4_136"
"Br6277","203282090125_R03C01","2.5v1.4_136"
"Br6278","203282090125_R04C01","2.5v1.4_136"
"Br6302","203282090125_R05C01","2.5v1.4_136"
"Br6306","203282090125_R06C01","2.5v1.4_136"
"Br6307","203282090125_R07C01","2.5v1.4_136"
"Br6344","203282090125_R08C01","2.5v1.4_136"
"Br8190","203354360009_R01C01","2.5v1.4_136"
"Br8201","203354360009_R02C01","2.5v1.4_136"
"Br8388","203354360009_R03C01","2.5v1.4_136"
"Br8391","203354360009_R04C01","2.5v1.4_136"
"Br8406","203354360009_R05C01","2.5v1.4_136"
"Br6173","203354360009_R06C01","2.5v1.4_136"
"Br6166","203354360009_R07C01","2.5v1.4_136"
"Br6205","203354360009_R08C01","2.5v1.4_136"
"Br6221","203271760040_R01C01","2.5v1.4_136"
"Br6226","203271760040_R02C01","2.5v1.4_136"
"Br6231","203271760040_R03C01","2.5v1.4_136"
"Br8143","203271760040_R04C01","2.5v1.4_136"
"Br8146","203271760040_R05C01","2.5v1.4_136"
"Br8149","203271760040_R06C01","2.5v1.4_136"
"Br8152","203271760040_R07C01","2.5v1.4_136"
"Br8164","203271760040_R08C01","2.5v1.4_136"
"Br8175","203271760048_R01C01","2.5v1.4_136"
"Br8183","203271760048_R02C01","2.5v1.4_136"
"Br8186","203271760048_R03C01","2.5v1.4_136"
"Br8222","203271760048_R04C01","2.5v1.4_136"
"Br2714","203271760048_R05C01","2.5v1.4_136"
"Br6039","203271760048_R06C01","2.5v1.4_136"
"Br6174","203271760048_R07C01","2.5v1.4_136"
"Br6261","203271760048_R08C01","2.5v1.4_136"
"Br2719","203403440077_R01C01","2.5v1.4_136"
"Br6290","203403440077_R02C01","2.5v1.4_136"
"Br6312","203403440077_R03C01","2.5v1.4_136"
"Br8191","203403440077_R04C01","2.5v1.4_136"
"Br8198","203403440077_R05C01","2.5v1.4_136"
"Br8199","203403440077_R06C01","2.5v1.4_136"
"Br8203","203403440077_R07C01","2.5v1.4_136"
"Br8213","203403440077_R08C01","2.5v1.4_136"
"Br8216","203403440160_R01C01","2.5v1.4_136"
"Br8220","203403440160_R02C01","2.5v1.4_136"
"Br8221","203403440160_R03C01","2.5v1.4_136"
"Br6233","203403440160_R04C01","2.5v1.4_136"
"Br6252","203403440160_R05C01","2.5v1.4_136"
"Br6256","203403440160_R06C01","2.5v1.4_136"
"Br6075","203403440160_R07C01","2.5v1.4_136"
"Br8060","203403440160_R08C01","2.5v1.4_136"
"Br1852","4031091061_A","h650"
"Br1881","4031091096_A","h650"
"Br1857","4031091110_A","h650"
"Br863","4040296001_A","h650"
"Br822","4040296003_A","h650"
"Br1550","4040296009_A","h650"
"Br993","4040296015_A","h650"
"Br1556","4040296037_A","h650"
"Br890","4040296039_A","h650"
"Br835","4040296050_A","h650"
"Br852","4040296067_A","h650"
"Br1568","4040296070_A","h650"
"Br1706","4040296072_A","h650"
"Br1581","4040296080_A","h650"
"Br1137","4040296088_A","h650"
"Br1539","4040296089_A","h650"
"Br1342","4040296090_A","h650"
"Br1844","4040296099_A","h650"
"Br1218","4040296100_A","h650"
"Br1142","4040296101_A","h650"
"Br1537","4040296102_A","h650"
"Br1627","4040296103_A","h650"
"Br1006","4040296115_A","h650"
"Br1105","4040296117_A","h650"
"Br973","4040296002_A","h650"
"Br826","4040296005_A","h650"
"Br926","4040296006_A","h650"
"Br898","4040296016_A","h650"
"Br906","4040296018_A","h650"
"Br848","4040296019_A","h650"
"Br1060","4040296021_A","h650"
"Br887","4040296022_A","h650"
"Br1062","4040296023_A","h650"
"Br927","4040296024_A","h650"
"Br991","4040296031_A","h650"
"Br1068","4040296032_A","h650"
"Br1069","4040296033_A","h650"
"Br928","4040296034_A","h650"
"Br905","4040296035_A","h650"
"Br1033","4040296036_A","h650"
"Br845","4040296055_A","h650"
"Br972","4040296056_A","h650"
"Br918","4040296057_A","h650"
"Br982","4040296087_A","h650"
"Br957","4040296094_A","h650"
"Br894","4040296095_A","h650"
"Br959","4040296096_A","h650"
"Br924","4040296105_A","h650"
"Br1613","4031091001_A","h650"
"Br1849","4031091003_A","h650"
"Br1558","4031091005_A","h650"
"Br1553","4031091020_A","h650"
"Br1647","4031091025_A","h650"
"Br1615","4031091029_A","h650"
"Br1633","4031091030_A","h650"
"Br1452","4031091043_A","h650"
"Br1571","4031091047_A","h650"
"Br1565","4031091048_A","h650"
"Br1490","4031091090_A","h650"
"Br1649","4031091106_A","h650"
"Br1563","4031091107_A","h650"
"Br1654","4031091108_A","h650"
"Br1560","4031091109_A","h650"
"Br1644","4031091116_A","h650"
"Br1133","4040296008_A","h650"
"Br1164","4040296020_A","h650"
"Br1228","4040296028_A","h650"
"Br1435","4040296030_A","h650"
"Br1288","4040296040_A","h650"
"Br1379","4040296041_A","h650"
"Br1412","4040296042_A","h650"
"Br1287","4040296043_A","h650"
"Br1244","4040296044_A","h650"
"Br1193","4040296045_A","h650"
"Br1091","4040296049_A","h650"
"Br1289","4040296051_A","h650"
"Br1190","4040296058_A","h650"
"Br1302","4040296059_A","h650"
"Br1150","4040296060_A","h650"
"Br1111","4040296064_A","h650"
"Br1106","4040296065_A","h650"
"Br1424","4040296066_A","h650"
"Br1604","4040296068_A","h650"
"Br1611","4040296069_A","h650"
"Br1227","4040296073_A","h650"
"Br1512","4040296074_A","h650"
"Br1292","4040296075_A","h650"
"Br1282","4040296076_A","h650"
"Br1185","4040296078_A","h650"
"Br1118","4040296079_A","h650"
"Br1378","4040296081_A","h650"
"Br1531","4040296082_A","h650"
"Br1160","4040296084_A","h650"
"Br1548","4040296091_A","h650"
"Br1547","4040296092_A","h650"
"Br1380","4040296093_A","h650"
"Br1862","4031091002_A","h650"
"Br1853","4031091007_A","h650"
"Br1863","4031091009_A","h650"
"Br1856","4031091010_A","h650"
"Br1860","4031091011_A","h650"
"Br1697","4031091012_A","h650"
"Br1848","4031091013_A","h650"
"Br1695","4031091014_A","h650"
"Br1847","4031091015_A","h650"
"Br1846","4031091016_A","h650"
"Br1851","4031091017_A","h650"
"Br1461","4031091019_A","h650"
"Br1691","4031091021_A","h650"
"Br1670","4031091026_A","h650"
"Br1708","4031091031_A","h650"
"Br1674","4031091033_A","h650"
"Br1861","4031091035_A","h650"
"Br1657","4031091037_A","h650"
"Br1845","4031091038_A","h650"
"Br1855","4031091039_A","h650"
"Br1854","4031091059_A","h650"
"Br1850","4031091060_A","h650"
"Br1669","4031091062_A","h650"
"Br1864","4031091081_A","h650"
"Br2143","4256126039_A","h650"
"Br1870","4256126057_A","h650"
"Br1872","4256126058_A","h650"
"Br1869","4256126106_A","h650"
"Br1785","4256126107_A","h650"
"Br1778","4256126108_A","h650"
"Br1783","4256126109_A","h650"
"Br1865","4256126110_A","h650"
"Br1787","4256126111_A","h650"
"Br1874","4256126112_A","h650"
"Br1789","4256126113_A","h650"
"Br1868","4256126117_A","h650"
"Br1866","4256126120_A","h650"
"Br1882","4256126125_A","h650"
"Br1786","4256126129_A","h650"
"Br1782","4256126130_A","h650"
"Br1779","4256126131_A","h650"
"Br1781","4256126132_A","h650"
"Br1875","4256126134_A","h650"
"Br1878","4256126145_A","h650"
"Br1877","4256126180_A","h650"
"Br1880","4256126182_A","h650"
"Br1867","4256126187_A","h650"
"Br1784","4256126188_A","h650"
"Br1351","4256126038_A","h650"
"Br1385","4256126040_A","h650"
"Br1876","4256126056_A","h650"
"Br1966","4256126102_A","h650"
"Br1977","4256126103_A","h650"
"Br1961","4256126104_A","h650"
"Br1346","4256126105_A","h650"
"Br1410","4256126135_A","h650"
"Br1536","4256126146_A","h650"
"Br1964","4256126160_A","h650"
"Br1039","4256126161_A","h650"
"Br1975","4256126164_A","h650"
"Br1243","4256126168_A","h650"
"Br1249","4256126169_A","h650"
"Br1348","4256126170_A","h650"
"Br1443","4256126181_A","h650"
"Br1306","4256126186_A","h650"
"Br1965","4256126191_A","h650"
"Br1431","4256126195_A","h650"
"Br1135","4256126196_A","h650"
"Br1518","4256126197_A","h650"
"Br1810","4256126223_A","h650"
"Br1474","4256126241_A","h650"
"Br1469","4256126291_A","h650"
"Br1285","4256126115_A","h650"
"Br1157","4256126116_A","h650"
"Br1263","4256126121_A","h650"
"Br1281","4256126122_A","h650"
"Br1764","4256126123_A","h650"
"Br1297","4256126124_A","h650"
"Br1148","4256126133_A","h650"
"Br1409","4256126140_A","h650"
"Br1446","4256126150_A","h650"
"Br1143","4256126156_A","h650"
"Br1350","4256126157_A","h650"
"Br1023","4256126158_A","h650"
"Br847","4256126165_A","h650"
"Br1364","4256126167_A","h650"
"Br1331","4256126192_A","h650"
"Br1040","4256126193_A","h650"
"Br1494","4256126194_A","h650"
"Br1407","4256126204_A","h650"
"Br942","4256126224_A","h650"
"Br1340","4256126228_A","h650"
"Br1264","4256126229_A","h650"
"Br1187","4256126251_A","h650"
"Br1250","4256126252_A","h650"
"Br1463","4256126294_A","h650"
"Br6347","201962800064_R01C01","Tao_Omni2.5v1.3_8"
"Br6351","201962800064_R02C01","Tao_Omni2.5v1.3_8"
"Br8345","201962800064_R03C01","Tao_Omni2.5v1.3_8"
"Br6389","201962800064_R04C01","Tao_Omni2.5v1.3_8"
"Br8284","201962800064_R05C01","Tao_Omni2.5v1.3_8"
"Br6321","201962800064_R06C01","Tao_Omni2.5v1.3_8"
"Br6327","201962800064_R07C01","Tao_Omni2.5v1.3_8"
"Br6343","201962800064_R08C01","Tao_Omni2.5v1.3_8"
